InscriptionYear,HusbandAge,HusbandPreviousMaritalStatus,HusbandCityBirthPlace,HusbandCountryBirthPlace,HusbandCityResidencePlace,HusbandCountryResidencePlace,HusbandPreviousMarriages,HusbandPreviousChildren,WifeAge,WifePreviousMaritalStatus,WifeCityBirthPlace,WifeCountryBirthPlace,WifeCityResidencePlace,WifeCountryResidencePlace,WifePreviousMarriages,WifePreviousChildren,MarriageDate,MarriagePlace
2013,43,DIVORCIO O ANULACION,ARECIBO,PUERTO RICO,HATILLO,PUERTO RICO,5,5,36,DIVORCIO O ANULACION,ARECIBO,PUERTO RICO,HATILLO,PUERTO RICO,1,2,12/22/13,ARECIBO
2013,44,DIVORCIO O ANULACION,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,1,1,45,DIVORCIO O ANULACION,RIO PIEDRAS,PUERTO RICO,BAYAMON,PUERTO RICO,1,2,1/27/13,BAYAMON
2013,32,NUNCA SE HA CASADO,NEW JERSEY,ESTADOS UNIDOS,RINCON,PUERTO RICO,0,0,34,DIVORCIO O ANULACION,AGUADILLA,PUERTO RICO,MOCA,PUERTO RICO,1,2,5/16/13,MOCA
2013,31,NUNCA SE HA CASADO,MAINE,ESTADOS UNIDOS,NEW HAMPSHIRE,ESTADOS UNIDOS,0,0,32,NUNCA SE HA CASADO,CONNECTICUT,ESTADOS UNIDOS,NEW HAMPSHIRE,ESTADOS UNIDOS,0,0,3/9/13,LUQUILLO
2013,38,DIVORCIO O ANULACION,NA,ECUADOR,CAROLINA,PUERTO RICO,2,1,40,DIVORCIO O ANULACION,NA,OUT OF USA,TRUJILLO ALTO,PUERTO RICO,2,1,7/18/13,TRUJILLO ALTO
2013,25,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,QUEBRADILLAS,PUERTO RICO,0,0,16,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,QUEBRADILLAS,PUERTO RICO,0,0,6/8/13,SAN SEBASTIAN
2013,40,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,GUAYNABO,PUERTO RICO,1,0,40,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,GUAYNABO,PUERTO RICO,1,0,3/22/13,SAN JUAN
2013,32,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,32,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,BAYAMON,PUERTO RICO,1,0,4/28/13,CATANO
2013,67,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,BAYAMON,PUERTO RICO,2,3,60,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,BAYAMON,PUERTO RICO,1,3,2/24/13,BAYAMON
2013,39,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,34,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,8/24/13,SAN JUAN
2013,30,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,JUNCOS,PUERTO RICO,1,0,25,NUNCA SE HA CASADO,CAROLINA,PUERTO RICO,JUNCOS,PUERTO RICO,0,0,11/9/13,CAROLINA
2013,30,DIVORCIO O ANULACION,NA,TURKEY,SAN JUAN,PUERTO RICO,1,1,31,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,9/5/13,SAN JUAN
2013,30,DIVORCIO O ANULACION,MAYAGUEZ,PUERTO RICO,AGUADA,PUERTO RICO,1,2,31,NUNCA SE HA CASADO,MOCA,PUERTO RICO,AGUADA,PUERTO RICO,0,0,12/7/13,AGUADILLA
2013,26,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,CAGUAS,PUERTO RICO,0,0,30,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,GURABO,PUERTO RICO,0,0,1/26/13,JUNCOS
2013,19,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,MOCA,PUERTO RICO,0,0,18,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,MOCA,PUERTO RICO,0,0,3/18/13,MOCA
2013,35,DIVORCIO O ANULACION,NA,DOMINICAN REPUBLIC,SAN JUAN,PUERTO RICO,1,0,46,DIVORCIO O ANULACION,VIEQUES,PUERTO RICO,SAN JUAN,PUERTO RICO,1,0,8/24/13,SAN JUAN
2013,28,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,30,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,11/30/13,ARECIBO
2013,28,NUNCA SE HA CASADO,NEW YORK,ESTADOS UNIDOS,PATILLAS,PUERTO RICO,0,0,24,NUNCA SE HA CASADO,GUAYAMA,PUERTO RICO,PATILLAS,PUERTO RICO,0,0,6/30/13,PATILLAS
2013,27,NUNCA SE HA CASADO,PONCE,PUERTO RICO,GUAYANILLA,PUERTO RICO,0,0,29,NUNCA SE HA CASADO,YAUCO,PUERTO RICO,GUAYANILLA,PUERTO RICO,0,0,4/3/13,GUAYANILLA
2013,44,NUNCA SE HA CASADO,FAJARDO,PUERTO RICO,LUQUILLO,PUERTO RICO,0,0,39,NUNCA SE HA CASADO,CONNECTICUT,ESTADOS UNIDOS,LUQUILLO,PUERTO RICO,0,0,4/18/13,FAJARDO
2013,35,DIVORCIO O ANULACION,AIBONITO,PUERTO RICO,COAMO,PUERTO RICO,1,1,34,NUNCA SE HA CASADO,GUAYAMA,PUERTO RICO,COAMO,PUERTO RICO,0,0,4/9/13,COAMO
2013,35,NUNCA SE HA CASADO,NEW JERSEY,ESTADOS UNIDOS,MAYAGUEZ,PUERTO RICO,0,0,28,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,11/30/13,MAYAGUEZ
2013,30,NUNCA SE HA CASADO,NA,DOMINICAN REPUBLIC,CAGUAS,PUERTO RICO,0,0,19,NUNCA SE HA CASADO,NA,DOMINICAN REPUBLIC,CAGUAS,PUERTO RICO,0,0,11/10/13,CAGUAS
2013,36,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,NEW YORK,ESTADOS UNIDOS,1,0,32,NUNCA SE HA CASADO,OHIO,ESTADOS UNIDOS,NEW YORK,ESTADOS UNIDOS,0,0,4/20/13,SAN JUAN
2013,51,NUNCA SE HA CASADO,PONCE,PUERTO RICO,SANTA ISABEL,PUERTO RICO,0,0,37,DIVORCIO O ANULACION,PONCE,PUERTO RICO,JUANA DIAZ,PUERTO RICO,1,1,6/9/13,PONCE
2013,20,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,21,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,12/14/13,GUAYNABO
2013,42,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,BARCELONETA,PUERTO RICO,0,0,40,DIVORCIO O ANULACION,NEW YORK,ESTADOS UNIDOS,BARCELONETA,PUERTO RICO,1,0,3/10/13,MANATI
2013,46,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,CATANO,PUERTO RICO,3,1,45,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,DORADO,PUERTO RICO,2,2,6/29/13,VEGA ALTA
2013,46,DIVORCIO O ANULACION,AGUAS BUENAS,PUERTO RICO,CIDRA,PUERTO RICO,1,2,31,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,CIDRA,PUERTO RICO,0,0,11/23/13,CIDRA
2013,52,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,57,DIVORCIO O ANULACION,NA,DOMINICAN REPUBLIC,GUAYNABO,PUERTO RICO,1,2,5/28/13,CAROLINA
2013,21,NUNCA SE HA CASADO,AIBONITO,PUERTO RICO,CAYEY,PUERTO RICO,0,0,21,NUNCA SE HA CASADO,AIBONITO,PUERTO RICO,CAYEY,PUERTO RICO,0,0,5/17/13,CAYEY
2013,22,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,VEGA BAJA,PUERTO RICO,0,0,18,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,MANATI,PUERTO RICO,0,0,6/8/13,VEGA BAJA
2013,23,NUNCA SE HA CASADO,NEW JERSEY,ESTADOS UNIDOS,SAN JUAN,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,RHODE ISLAND,ESTADOS UNIDOS,SAN JUAN,PUERTO RICO,0,0,10/6/13,CATANO
2013,26,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,5/5/13,ARECIBO
2013,24,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,19,NUNCA SE HA CASADO,NA,OUT OF USA,SAN JUAN,PUERTO RICO,0,0,7/4/13,SAN JUAN
2013,51,DIVORCIO O ANULACION,JUANA DIAZ,PUERTO RICO,JUANA DIAZ,PUERTO RICO,1,4,58,DIVORCIO O ANULACION,JUANA DIAZ,PUERTO RICO,JUANA DIAZ,PUERTO RICO,1,3,9/26/13,JUANA DIAZ
2013,26,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,PONCE,PUERTO RICO,0,0,24,DIVORCIO O ANULACION,PONCE,PUERTO RICO,PONCE,PUERTO RICO,1,1,4/10/13,PONCE
2013,25,NUNCA SE HA CASADO,HUMACAO,PUERTO RICO,GURABO,PUERTO RICO,0,0,23,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,GURABO,PUERTO RICO,0,0,12/3/13,GURABO
2013,74,VIUDO(A),PATILLAS,PUERTO RICO,NAGUABO,PUERTO RICO,1,0,71,DIVORCIO O ANULACION,NAGUABO,PUERTO RICO,NAGUABO,PUERTO RICO,2,2,5/18/13,NAGUABO
2013,38,NUNCA SE HA CASADO,FAJARDO,PUERTO RICO,LAS PIEDRAS,PUERTO RICO,0,0,34,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,CANOVANAS,PUERTO RICO,0,0,8/10/13,CANOVANAS
2013,71,VIUDO(A),NA,GERMANY,PONCE,PUERTO RICO,1,2,53,VIUDO(A),MARYLAND,ESTADOS UNIDOS,PONCE,PUERTO RICO,1,0,5/13/13,PONCE
2013,31,DIVORCIO O ANULACION,CAGUAS,PUERTO RICO,SAN LORENZO,PUERTO RICO,1,0,43,DIVORCIO O ANULACION,SAN LORENZO,PUERTO RICO,SAN LORENZO,PUERTO RICO,1,2,10/26/13,SAN LORENZO
2013,65,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,HORMIGUEROS,PUERTO RICO,0,0,70,DIVORCIO O ANULACION,HORMIGUEROS,PUERTO RICO,HORMIGUEROS,PUERTO RICO,1,1,9/24/13,MAYAGUEZ
2013,28,NUNCA SE HA CASADO,AIBONITO,PUERTO RICO,CIDRA,PUERTO RICO,0,0,19,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,CAYEY,PUERTO RICO,0,0,8/25/13,CIDRA
2013,37,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,PONCE,PUERTO RICO,0,0,26,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,LARES,PUERTO RICO,0,0,6/8/13,SAN SEBASTIAN
2013,40,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,CAROLINA,PUERTO RICO,0,0,41,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,CAROLINA,PUERTO RICO,1,0,8/3/13,SAN JUAN
2013,28,NUNCA SE HA CASADO,MANATI,PUERTO RICO,BARCELONETA,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BARCELONETA,PUERTO RICO,0,0,12/1/13,VEGA BAJA
2013,35,NUNCA SE HA CASADO,AIBONITO,PUERTO RICO,COAMO,PUERTO RICO,0,0,34,NUNCA SE HA CASADO,COAMO,PUERTO RICO,COAMO,PUERTO RICO,0,0,8/10/13,COAMO
2013,27,NUNCA SE HA CASADO,MOCA,PUERTO RICO,AGUADILLA,PUERTO RICO,0,0,32,DIVORCIO O ANULACION,MAYAGUEZ,PUERTO RICO,AGUADILLA,PUERTO RICO,1,2,9/4/13,AGUADILLA
2013,32,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,LOIZA,PUERTO RICO,0,0,36,NUNCA SE HA CASADO,NEW YORK,ESTADOS UNIDOS,LOIZA,PUERTO RICO,0,0,7/8/13,LOIZA
2013,65,NUNCA SE HA CASADO,NA,COLOMBIA,CAGUAS,PUERTO RICO,0,0,63,DIVORCIO O ANULACION,ARECIBO,PUERTO RICO,CAGUAS,PUERTO RICO,1,1,12/20/13,HUMACAO
2013,32,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,CAROLINA,PUERTO RICO,0,0,29,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,CAROLINA,PUERTO RICO,0,0,7/24/13,CAROLINA
2013,49,NUNCA SE HA CASADO,LAS PIEDRAS,PUERTO RICO,LAS PIEDRAS,PUERTO RICO,0,0,45,DIVORCIO O ANULACION,NEW YORK,ESTADOS UNIDOS,LAS PIEDRAS,PUERTO RICO,1,0,8/17/13,LAS PIEDRAS
2013,31,DIVORCIO O ANULACION,PONCE,PUERTO RICO,PONCE,PUERTO RICO,2,2,32,DIVORCIO O ANULACION,PONCE,PUERTO RICO,PONCE,PUERTO RICO,2,1,8/31/13,PONCE
2013,23,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,CAGUAS,PUERTO RICO,0,0,31,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,CAGUAS,PUERTO RICO,0,0,6/9/13,CAGUAS
2013,27,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,DORADO,PUERTO RICO,0,0,27,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,GURABO,PUERTO RICO,0,0,10/19/13,GURABO
2013,41,DIVORCIO O ANULACION,BAYAMON,PUERTO RICO,AGUADILLA,PUERTO RICO,1,3,29,DIVORCIO O ANULACION,AGUADILLA,PUERTO RICO,AGUADILLA,PUERTO RICO,1,1,12/16/13,AGUADILLA
2013,37,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,36,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,8/20/13,AGUAS BUENAS
2013,25,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,SALINAS,PUERTO RICO,0,0,28,NUNCA SE HA CASADO,GUAYAMA,PUERTO RICO,SALINAS,PUERTO RICO,0,0,11/23/13,SALINAS
2013,38,DIVORCIO O ANULACION,PONCE,PUERTO RICO,PONCE,PUERTO RICO,2,3,41,NUNCA SE HA CASADO,GUAYANILLA,PUERTO RICO,GUAYANILLA,PUERTO RICO,0,0,5/22/13,PONCE
2013,33,NUNCA SE HA CASADO,NA,DOMINICAN REPUBLIC,CAROLINA,PUERTO RICO,0,0,33,DIVORCIO O ANULACION,RIO PIEDRAS,PUERTO RICO,CAROLINA,PUERTO RICO,1,1,12/21/13,GUAYNABO
2013,25,NUNCA SE HA CASADO,PONCE,PUERTO RICO,JUANA DIAZ,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,PONCE,PUERTO RICO,JUANA DIAZ,PUERTO RICO,0,0,3/2/13,JUANA DIAZ
2013,32,DIVORCIO O ANULACION,MAYAGUEZ,PUERTO RICO,AGUADA,PUERTO RICO,1,0,26,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,AGUADA,PUERTO RICO,0,0,2/13/13,AGUADA
2013,43,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,CANOVANAS,PUERTO RICO,0,0,59,NUNCA SE HA CASADO,LOIZA,PUERTO RICO,CANOVANAS,PUERTO RICO,0,0,7/20/13,CANOVANAS
2013,29,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,MANATI,PUERTO RICO,VEGA BAJA,PUERTO RICO,0,0,6/29/13,VEGA BAJA
2013,39,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,MOCA,PUERTO RICO,2,1,37,DIVORCIO O ANULACION,MAYAGUEZ,PUERTO RICO,MOCA,PUERTO RICO,2,2,11/7/13,MOCA
2013,24,NUNCA SE HA CASADO,MANATI,PUERTO RICO,MANATI,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,VEGA ALTA,PUERTO RICO,VEGA BAJA,PUERTO RICO,0,0,7/13/13,VEGA BAJA
2013,21,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,UTUADO,PUERTO RICO,0,0,21,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,6/29/13,ARECIBO
2013,31,NUNCA SE HA CASADO,NEW YORK,ESTADOS UNIDOS,NEW YORK,ESTADOS UNIDOS,0,0,30,NUNCA SE HA CASADO,WASHINGTON,ESTADOS UNIDOS,NEW YORK,ESTADOS UNIDOS,0,0,7/27/13,SAN JUAN
2013,52,DIVORCIO O ANULACION,NORTH DAKOTA,ESTADOS UNIDOS,MINNESOTA,ESTADOS UNIDOS,1,1,47,DIVORCIO O ANULACION,TENNESSEE,ESTADOS UNIDOS,MINNESOTA,ESTADOS UNIDOS,2,2,10/19/13,LUQUILLO
2013,28,NUNCA SE HA CASADO,CAROLINA,PUERTO RICO,LOIZA,PUERTO RICO,0,0,33,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,LOIZA,PUERTO RICO,0,0,3/2/13,LOIZA
2013,26,DIVORCIO O ANULACION,ARECIBO,PUERTO RICO,BARCELONETA,PUERTO RICO,1,1,23,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,BARCELONETA,PUERTO RICO,0,0,9/7/13,RINCON
2013,45,DIVORCIO O ANULACION,NEW YORK,ESTADOS UNIDOS,MANATI,PUERTO RICO,2,2,45,DIVORCIO O ANULACION,MANATI,PUERTO RICO,MANATI,PUERTO RICO,2,3,5/31/13,MANATI
2013,30,NUNCA SE HA CASADO,PONCE,PUERTO RICO,ISABELA,PUERTO RICO,0,0,30,DIVORCIO O ANULACION,ARECIBO,PUERTO RICO,CAMUY,PUERTO RICO,1,0,8/17/13,SAN SEBASTIAN
2013,40,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,BARCELONETA,PUERTO RICO,0,0,31,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,BARCELONETA,PUERTO RICO,0,0,7/20/13,COROZAL
2013,49,DIVORCIO O ANULACION,CAGUAS,PUERTO RICO,SAN JUAN,PUERTO RICO,1,3,59,DIVORCIO O ANULACION,NA,DOMINICAN REPUBLIC,SAN JUAN,PUERTO RICO,2,2,6/22/13,SAN JUAN
2013,37,DIVORCIO O ANULACION,MAYAGUEZ,PUERTO RICO,ISABELA,PUERTO RICO,1,3,29,DIVORCIO O ANULACION,AGUADILLA,PUERTO RICO,ISABELA,PUERTO RICO,1,0,11/30/13,ISABELA
2014,33,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,28,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,TOA ALTA,PUERTO RICO,0,0,12/28/13,BAYAMON
2013,23,NUNCA SE HA CASADO,MANATI,PUERTO RICO,DESCONOCIDO,DESCONOCIDO,0,0,21,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,DESCONOCIDO,DESCONOCIDO,0,0,6/8/13,VEGA ALTA
2013,33,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,RIO PIEDRAS,PUERTO RICO,0,0,32,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,SAN LORENZO,PUERTO RICO,0,0,9/23/13,SAN LORENZO
2013,35,NUNCA SE HA CASADO,OHIO,ESTADOS UNIDOS,OHIO,ESTADOS UNIDOS,0,0,29,NUNCA SE HA CASADO,GEORGIA,ESTADOS UNIDOS,OHIO,ESTADOS UNIDOS,0,0,3/9/13,SAN JUAN
2013,45,DIVORCIO O ANULACION,RIO PIEDRAS,PUERTO RICO,BARRANQUITAS,PUERTO RICO,1,2,47,DIVORCIO O ANULACION,PONCE,PUERTO RICO,JUANA DIAZ,PUERTO RICO,1,2,8/17/13,VILLALBA
2013,31,NUNCA SE HA CASADO,TEXAS,ESTADOS UNIDOS,"ST.JOHNS,US VIRGIN ISLANDS",ESTADOS UNIDOS,0,0,26,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,6/8/13,HORMIGUEROS
2013,23,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,MOCA,PUERTO RICO,0,0,17,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,MOCA,PUERTO RICO,0,0,6/1/13,MOCA
2013,34,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,25,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,BAYAMON,PUERTO RICO,1,0,10/31/13,SAN JUAN
2013,31,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,MARYLAND,ESTADOS UNIDOS,0,0,31,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,MARYLAND,ESTADOS UNIDOS,0,0,1/5/13,AGUADA
2013,37,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,GUAYNABO,PUERTO RICO,0,0,32,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,GUAYNABO,PUERTO RICO,0,0,10/26/13,RINCON
2013,61,NUNCA SE HA CASADO,CIALES,PUERTO RICO,CIALES,PUERTO RICO,0,0,47,NUNCA SE HA CASADO,CIALES,PUERTO RICO,CIALES,PUERTO RICO,0,0,9/14/13,CIALES
2013,38,DIVORCIO O ANULACION,CAROLINA,PUERTO RICO,LOIZA,PUERTO RICO,1,0,40,DIVORCIO O ANULACION,FAJARDO,PUERTO RICO,LOIZA,PUERTO RICO,1,1,1/12/13,LOIZA
2013,21,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,CAMUY,PUERTO RICO,0,0,20,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,CAMUY,PUERTO RICO,0,0,5/18/13,CAMUY
2013,50,DIVORCIO O ANULACION,NEW JERSEY,ESTADOS UNIDOS,ARECIBO,PUERTO RICO,1,2,52,VIUDO(A),ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,1,2,12/19/13,ARECIBO
2013,41,NUNCA SE HA CASADO,AIBONITO,PUERTO RICO,CAYEY,PUERTO RICO,0,0,36,DIVORCIO O ANULACION,AIBONITO,PUERTO RICO,AIBONITO,PUERTO RICO,1,1,11/29/13,AIBONITO
2013,53,NUNCA SE HA CASADO,JAYUYA,PUERTO RICO,BARCELONETA,PUERTO RICO,0,0,34,DIVORCIO O ANULACION,BAYAMON,PUERTO RICO,BARCELONETA,PUERTO RICO,1,0,11/30/13,TOA ALTA
2013,26,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,26,NUNCA SE HA CASADO,FAJARDO,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,5/9/13,BAYAMON
2013,32,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,24,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,3/9/13,BAYAMON
2013,36,NUNCA SE HA CASADO,PONCE,PUERTO RICO,JUANA DIAZ,PUERTO RICO,0,0,33,NUNCA SE HA CASADO,PONCE,PUERTO RICO,JUANA DIAZ,PUERTO RICO,0,0,3/8/13,JUANA DIAZ
2013,30,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,BARCELONETA,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,10/5/13,ARECIBO
2013,43,DIVORCIO O ANULACION,ILLINOIS,ESTADOS UNIDOS,VEGA BAJA,PUERTO RICO,1,2,40,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,VEGA BAJA,PUERTO RICO,0,0,12/1/13,SAN JUAN
2013,35,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,LOIZA,PUERTO RICO,2,3,38,NUNCA SE HA CASADO,CATANO,PUERTO RICO,CAROLINA,PUERTO RICO,0,0,10/12/13,CAROLINA
2013,28,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,ILLINOIS,ESTADOS UNIDOS,0,0,25,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,GUAYNABO,PUERTO RICO,0,0,2/23/13,SAN JUAN
2014,21,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,HUMACAO,PUERTO RICO,0,0,21,NUNCA SE HA CASADO,YABUCOA,PUERTO RICO,HUMACAO,PUERTO RICO,0,0,12/21/13,HUMACAO
2013,34,NUNCA SE HA CASADO,PONCE,PUERTO RICO,JUANA DIAZ,PUERTO RICO,0,0,35,NUNCA SE HA CASADO,GUAYAMA,PUERTO RICO,GUAYAMA,PUERTO RICO,0,0,10/18/13,GUAYAMA
2013,43,VIUDO(A),CONNECTICUT,ESTADOS UNIDOS,UTUADO,PUERTO RICO,1,2,44,VIUDO(A),UTUADO,PUERTO RICO,UTUADO,PUERTO RICO,1,2,1/26/13,UTUADO
2013,24,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,26,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,11/23/13,BAYAMON
2013,83,VIUDO(A),VEGA BAJA,PUERTO RICO,MANATI,PUERTO RICO,1,5,64,NUNCA SE HA CASADO,MANATI,PUERTO RICO,MANATI,PUERTO RICO,0,0,3/8/13,MANATI
2013,33,DIVORCIO O ANULACION,FLORIDA,ESTADOS UNIDOS,AGUADILLA,PUERTO RICO,1,3,31,DIVORCIO O ANULACION,LARES,PUERTO RICO,AGUADILLA,PUERTO RICO,1,0,11/27/13,AGUADILLA
2013,21,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,8/16/13,ARECIBO
2013,27,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,HATILLO,PUERTO RICO,0,0,23,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,HATILLO,PUERTO RICO,0,0,12/24/13,LARES
2013,32,DIVORCIO O ANULACION,FAJARDO,PUERTO RICO,FAJARDO,PUERTO RICO,2,1,26,DIVORCIO O ANULACION,FAJARDO,PUERTO RICO,FAJARDO,PUERTO RICO,1,2,12/26/13,LUQUILLO
2013,25,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,QUEBRADILLAS,PUERTO RICO,0,0,32,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,CAMUY,PUERTO RICO,0,0,10/12/13,CAMUY
2014,24,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,12/27/13,SAN JUAN
2013,26,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,CAYEY,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,AIBONITO,PUERTO RICO,CAYEY,PUERTO RICO,0,0,2/2/13,CAYEY
