InscriptionYear,HusbandAge,HusbandPreviousMaritalStatus,HusbandCityBirthPlace,HusbandCountryBirthPlace,HusbandCityResidencePlace,HusbandCountryResidencePlace,HusbandPreviousMarriages,HusbandPreviousChildren,WifeAge,WifePreviousMaritalStatus,WifeCityBirthPlace,WifeCountryBirthPlace,WifeCityResidencePlace,WifeCountryResidencePlace,WifePreviousMarriages,WifePreviousChildren,MarriageDate,MarriagePlace
2014,31,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,AIBONITO,PUERTO RICO,0,0,27,NUNCA SE HA CASADO,AIBONITO,PUERTO RICO,AIBONITO,PUERTO RICO,0,0,12/14/13,AIBONITO
2013,28,NUNCA SE HA CASADO,FLORIDA,ESTADOS UNIDOS,FLORIDA,ESTADOS UNIDOS,0,0,28,NUNCA SE HA CASADO,FLORIDA,ESTADOS UNIDOS,FLORIDA,ESTADOS UNIDOS,0,0,10/19/13,VIEQUES
2013,65,VIUDO(A),CATANO,PUERTO RICO,CATANO,PUERTO RICO,2,0,59,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,CATANO,PUERTO RICO,0,0,8/13/13,TOA BAJA
2013,32,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,UTUADO,PUERTO RICO,0,0,23,NUNCA SE HA CASADO,UTUADO,PUERTO RICO,UTUADO,PUERTO RICO,0,0,6/15/13,UTUADO
2013,22,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,ISABELA,PUERTO RICO,0,0,17,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,ISABELA,PUERTO RICO,0,0,4/25/13,ISABELA
2014,33,NUNCA SE HA CASADO,ADJUNTAS,PUERTO RICO,ADJUNTAS,PUERTO RICO,0,0,26,NUNCA SE HA CASADO,ADJUNTAS,PUERTO RICO,ADJUNTAS,PUERTO RICO,0,0,12/29/13,ADJUNTAS
2013,63,DIVORCIO O ANULACION,NAGUABO,PUERTO RICO,VEGA BAJA,PUERTO RICO,1,2,62,DIVORCIO O ANULACION,VEGA BAJA,PUERTO RICO,VEGA BAJA,PUERTO RICO,1,2,11/15/13,VEGA BAJA
2013,23,NUNCA SE HA CASADO,AIBONITO,PUERTO RICO,CIDRA,PUERTO RICO,0,0,24,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,MANATI,PUERTO RICO,0,0,3/23/13,GUAYNABO
2013,21,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,MOCA,PUERTO RICO,0,0,17,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,MOCA,PUERTO RICO,0,0,10/26/13,MOCA
2013,23,NUNCA SE HA CASADO,NA,DOMINICAN REPUBLIC,SAN JUAN,PUERTO RICO,0,0,29,NUNCA SE HA CASADO,NA,DOMINICAN REPUBLIC,SAN JUAN,PUERTO RICO,0,0,2/23/13,SAN JUAN
2013,62,DIVORCIO O ANULACION,TRUJILLO ALTO,PUERTO RICO,CAROLINA,PUERTO RICO,1,4,67,DIVORCIO O ANULACION,MAYAGUEZ,PUERTO RICO,CAROLINA,PUERTO RICO,1,6,5/1/13,CAROLINA
2013,46,DIVORCIO O ANULACION,AIBONITO,PUERTO RICO,CAGUAS,PUERTO RICO,2,3,40,DIVORCIO O ANULACION,CAGUAS,PUERTO RICO,CAGUAS,PUERTO RICO,1,1,6/29/13,CAYEY
2013,50,DIVORCIO O ANULACION,FAJARDO,PUERTO RICO,LOIZA,PUERTO RICO,2,2,45,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,LUQUILLO,PUERTO RICO,1,2,6/29/13,RIO GRANDE
2013,39,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,35,NUNCA SE HA CASADO,NA,DOMINICAN REPUBLIC,SAN JUAN,PUERTO RICO,0,0,5/4/13,SAN JUAN
2013,27,NUNCA SE HA CASADO,PONCE,PUERTO RICO,PONCE,PUERTO RICO,0,0,21,NUNCA SE HA CASADO,PONCE,PUERTO RICO,PONCE,PUERTO RICO,0,0,4/20/13,PONCE
2013,60,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,2,2,66,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,3,1,12/21/13,SAN JUAN
2013,22,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,20,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,1/16/13,ARECIBO
2013,21,DIVORCIO O ANULACION,CAGUAS,PUERTO RICO,JUNCOS,PUERTO RICO,1,1,24,NUNCA SE HA CASADO,HUMACAO,PUERTO RICO,JUNCOS,PUERTO RICO,0,0,1/12/13,JUNCOS
2013,24,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,AGUADILLA,PUERTO RICO,0,0,20,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,AGUADILLA,PUERTO RICO,0,0,7/10/13,AGUADILLA
2013,34,DIVORCIO O ANULACION,AIBONITO,PUERTO RICO,CIDRA,PUERTO RICO,1,1,30,DIVORCIO O ANULACION,CAGUAS,PUERTO RICO,CAGUAS,PUERTO RICO,1,0,6/28/13,CAGUAS
2013,33,DIVORCIO O ANULACION,SAN SEBASTIAN,PUERTO RICO,SAN SEBASTIAN,PUERTO RICO,2,2,31,DIVORCIO O ANULACION,SAN SEBASTIAN,PUERTO RICO,SAN SEBASTIAN,PUERTO RICO,2,1,6/23/13,SAN SEBASTIAN
2013,27,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,29,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,5/13/13,MAYAGUEZ
2013,27,NUNCA SE HA CASADO,JAYUYA,PUERTO RICO,JAYUYA,PUERTO RICO,0,0,40,NUNCA SE HA CASADO,NEW YORK,ESTADOS UNIDOS,JAYUYA,PUERTO RICO,0,0,2/16/13,JAYUYA
2013,44,DIVORCIO O ANULACION,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,2,2,35,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,ARECIBO,PUERTO RICO,1,0,12/13/13,ARECIBO
2013,22,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,CAROLINA,PUERTO RICO,0,0,1/7/13,SAN JUAN
2013,36,DIVORCIO O ANULACION,PONCE,PUERTO RICO,GUANICA,PUERTO RICO,1,2,49,DIVORCIO O ANULACION,NA,PANAMA,PONCE,PUERTO RICO,1,4,4/13/13,PONCE
2013,59,DIVORCIO O ANULACION,NA,MEXICO,VEGA BAJA,PUERTO RICO,1,2,57,DIVORCIO O ANULACION,NA,CUBA,GUAYNABO,PUERTO RICO,2,3,12/19/13,GUAYNABO
2013,37,DIVORCIO O ANULACION,NEW YORK,ESTADOS UNIDOS,SAN JUAN,PUERTO RICO,1,2,33,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,NARANJITO,PUERTO RICO,0,0,12/7/13,SAN JUAN
2013,37,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,TRUJILLO ALTO,PUERTO RICO,1,0,34,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,2,3,11/9/13,CAROLINA
2013,30,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,OROCOVIS,PUERTO RICO,0,0,12/28/13,OROCOVIS
2013,33,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,SALINAS,PUERTO RICO,0,0,29,DESCONOCIDO,PONCE,PUERTO RICO,SALINAS,PUERTO RICO,1,0,4/19/13,SALINAS
2013,25,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,27,NUNCA SE HA CASADO,PONCE,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,2/25/13,MAYAGUEZ
2013,27,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,TOA ALTA,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,TOA BAJA,PUERTO RICO,0,0,7/20/13,TRUJILLO ALTO
2013,27,DIVORCIO O ANULACION,NA,DOMINICAN REPUBLIC,CAGUAS,PUERTO RICO,1,0,22,NUNCA SE HA CASADO,NA,DOMINICAN REPUBLIC,CAGUAS,PUERTO RICO,0,0,4/15/13,SAN JUAN
2013,28,NUNCA SE HA CASADO,MASSACHUSETTS,ESTADOS UNIDOS,GUAYAMA,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,GUAYAMA,PUERTO RICO,ARROYO,PUERTO RICO,0,0,2/24/13,GUAYAMA
2013,23,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,CABO ROJO,PUERTO RICO,0,0,21,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,CABO ROJO,PUERTO RICO,0,0,5/25/13,CABO ROJO
2013,50,DIVORCIO O ANULACION,RIO PIEDRAS,PUERTO RICO,RIO PIEDRAS,PUERTO RICO,1,3,37,DIVORCIO O ANULACION,ARECIBO,PUERTO RICO,DORADO,PUERTO RICO,1,3,4/13/13,DORADO
2013,19,NUNCA SE HA CASADO,HUMACAO,PUERTO RICO,NAGUABO,PUERTO RICO,0,0,17,NUNCA SE HA CASADO,HUMACAO,PUERTO RICO,NARANJITO,PUERTO RICO,0,0,5/5/13,HUMACAO
2013,32,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,TOA BAJA,PUERTO RICO,0,0,30,DIVORCIO O ANULACION,BAYAMON,PUERTO RICO,TOA BAJA,PUERTO RICO,1,1,6/23/13,TOA BAJA
2013,44,DESCONOCIDO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,22,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,1,2,2/14/13,SAN JUAN
2013,25,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,AGUADILLA,PUERTO RICO,0,0,23,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,AGUADILLA,PUERTO RICO,0,0,12/7/13,AGUADILLA
2013,44,NUNCA SE HA CASADO,SAN LORENZO,PUERTO RICO,SAN LORENZO,PUERTO RICO,0,0,44,NUNCA SE HA CASADO,SAN LORENZO,PUERTO RICO,SAN LORENZO,PUERTO RICO,0,0,11/14/13,SAN LORENZO
2013,37,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,47,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,BAYAMON,PUERTO RICO,1,0,10/6/13,BAYAMON
2013,23,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,AGUADA,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,AGUADA,PUERTO RICO,0,0,2/16/13,AGUADILLA
2013,32,DIVORCIO O ANULACION,JAYUYA,PUERTO RICO,PONCE,PUERTO RICO,1,0,31,NUNCA SE HA CASADO,PONCE,PUERTO RICO,PONCE,PUERTO RICO,0,0,10/31/13,PONCE
2013,33,DIVORCIO O ANULACION,NA,DOMINICAN REPUBLIC,SAN JUAN,PUERTO RICO,1,2,30,DIVORCIO O ANULACION,GUAYNABO,PUERTO RICO,SAN JUAN,PUERTO RICO,1,1,10/18/13,SAN JUAN
2013,22,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,SAN GERMAN,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,SAN GERMAN,PUERTO RICO,0,0,11/10/13,SAN GERMAN
2013,25,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,TRUJILLO ALTO,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,TRUJILLO ALTO,PUERTO RICO,0,0,2/7/13,TRUJILLO ALTO
2013,57,DIVORCIO O ANULACION,TRUJILLO ALTO,PUERTO RICO,CAROLINA,PUERTO RICO,1,3,48,DIVORCIO O ANULACION,CAROLINA,PUERTO RICO,CAROLINA,PUERTO RICO,2,3,11/6/13,CAROLINA
2013,31,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,DORADO,PUERTO RICO,0,0,32,DIVORCIO O ANULACION,ARECIBO,PUERTO RICO,DORADO,PUERTO RICO,1,0,3/24/13,UTUADO
2013,22,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,FAJARDO,PUERTO RICO,0,0,19,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,FAJARDO,PUERTO RICO,0,0,5/11/13,FAJARDO
2013,21,NUNCA SE HA CASADO,COMERIO,PUERTO RICO,COMERIO,PUERTO RICO,0,0,21,NUNCA SE HA CASADO,GUAYNABO,PUERTO RICO,GUAYNABO,PUERTO RICO,0,0,5/4/13,GUAYNABO
2013,19,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,17,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,4/20/13,MAYAGUEZ
2013,44,DIVORCIO O ANULACION,RIO PIEDRAS,PUERTO RICO,COMERIO,PUERTO RICO,1,2,40,DIVORCIO O ANULACION,RIO PIEDRAS,PUERTO RICO,COMERIO,PUERTO RICO,1,0,12/23/13,COMERIO
2013,49,DIVORCIO O ANULACION,PONCE,PUERTO RICO,SALINAS,PUERTO RICO,1,0,46,NUNCA SE HA CASADO,SALINAS,PUERTO RICO,SALINAS,PUERTO RICO,0,0,4/5/13,GUAYAMA
2014,46,DIVORCIO O ANULACION,RIO PIEDRAS,PUERTO RICO,SAN JUAN,PUERTO RICO,1,3,34,DIVORCIO O ANULACION,NEW YORK,ESTADOS UNIDOS,SAN JUAN,PUERTO RICO,1,1,12/27/13,SAN JUAN
2013,25,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,CABO ROJO,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,CABO ROJO,PUERTO RICO,0,0,10/24/13,CABO ROJO
2013,37,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,28,DIVORCIO O ANULACION,AGUADILLA,PUERTO RICO,AGUADA,PUERTO RICO,1,2,4/20/13,AGUADILLA
2013,25,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,TOA ALTA,PUERTO RICO,0,0,23,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,1/12/13,BAYAMON
2013,36,DIVORCIO O ANULACION,GUAYAMA,PUERTO RICO,GUAYAMA,PUERTO RICO,1,1,33,DIVORCIO O ANULACION,GUAYAMA,PUERTO RICO,GUAYAMA,PUERTO RICO,1,1,12/7/13,ARROYO
2013,41,DIVORCIO O ANULACION,CAGUAS,PUERTO RICO,SAN JUAN,PUERTO RICO,2,4,35,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,8/28/13,SAN JUAN
2013,25,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,RIO GRANDE,PUERTO RICO,0,0,4/13/13,SAN JUAN
2013,50,DIVORCIO O ANULACION,FAJARDO,PUERTO RICO,NAGUABO,PUERTO RICO,2,1,34,DIVORCIO O ANULACION,RIO PIEDRAS,PUERTO RICO,RIO PIEDRAS,PUERTO RICO,1,0,10/5/13,JUNCOS
2013,40,DIVORCIO O ANULACION,FAJARDO,PUERTO RICO,DELAWARE,ESTADOS UNIDOS,1,3,41,DIVORCIO O ANULACION,CAROLINA,PUERTO RICO,TRUJILLO ALTO,PUERTO RICO,2,3,5/11/13,TRUJILLO ALTO
2013,62,DIVORCIO O ANULACION,GEORGIA,ESTADOS UNIDOS,FAJARDO,PUERTO RICO,1,2,57,DIVORCIO O ANULACION,FAJARDO,PUERTO RICO,FAJARDO,PUERTO RICO,1,1,5/24/13,FAJARDO
2013,25,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,CAROLINA,PUERTO RICO,0,0,28,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,CAROLINA,PUERTO RICO,0,0,10/2/13,CAROLINA
2014,26,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,0,0,21,NUNCA SE HA CASADO,CALIFORNIA,ESTADOS UNIDOS,CALIFORNIA,ESTADOS UNIDOS,0,0,12/20/13,CABO ROJO
2013,28,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,DORADO,PUERTO RICO,1,0,27,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,TRUJILLO ALTO,PUERTO RICO,1,0,7/20/13,SAN JUAN
2013,46,DIVORCIO O ANULACION,PONCE,PUERTO RICO,PE�UELAS,PUERTO RICO,1,2,43,NUNCA SE HA CASADO,PONCE,PUERTO RICO,PE�UELAS,PUERTO RICO,0,0,6/13/13,PONCE
2013,26,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,JUNCOS,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,FAJARDO,PUERTO RICO,RIO GRANDE,PUERTO RICO,0,0,3/2/13,CAROLINA
2013,34,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,NEW YORK,ESTADOS UNIDOS,0,0,30,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,NEW YORK,ESTADOS UNIDOS,0,0,2/23/13,SAN JUAN
2013,30,NUNCA SE HA CASADO,NEW YORK,ESTADOS UNIDOS,GUANICA,PUERTO RICO,0,0,39,NUNCA SE HA CASADO,PONCE,PUERTO RICO,CONNECTICUT,ESTADOS UNIDOS,0,0,6/24/13,YAUCO
2013,26,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,TOA BAJA,PUERTO RICO,0,0,26,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,BAYAMON,PUERTO RICO,0,0,11/2/13,SAN JUAN
2013,40,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,VEGA ALTA,PUERTO RICO,0,0,37,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,VEGA ALTA,PUERTO RICO,0,0,9/29/13,VEGA ALTA
2013,27,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,TOA BAJA,PUERTO RICO,0,0,23,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,TOA BAJA,PUERTO RICO,0,0,5/25/13,MANATI
2013,28,DIVORCIO O ANULACION,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,1,0,35,DIVORCIO O ANULACION,SAN GERMAN,PUERTO RICO,CABO ROJO,PUERTO RICO,1,0,5/16/13,CABO ROJO
2014,45,DIVORCIO O ANULACION,PONCE,PUERTO RICO,JAYUYA,PUERTO RICO,2,3,33,NUNCA SE HA CASADO,PONCE,PUERTO RICO,ADJUNTAS,PUERTO RICO,0,0,12/27/13,PONCE
2013,37,DIVORCIO O ANULACION,SAN GERMAN,PUERTO RICO,SAN GERMAN,PUERTO RICO,1,3,42,DIVORCIO O ANULACION,MAYAGUEZ,PUERTO RICO,MAYAGUEZ,PUERTO RICO,2,1,1/18/13,MAYAGUEZ
2013,24,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,GURABO,PUERTO RICO,0,0,21,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,1/26/13,SAN JUAN
2013,25,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,ARECIBO,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,12/16/13,ARECIBO
2013,24,NUNCA SE HA CASADO,NEW HAMPSHIRE,ESTADOS UNIDOS,CAYEY,PUERTO RICO,0,0,25,NUNCA SE HA CASADO,CAYEY,PUERTO RICO,CAYEY,PUERTO RICO,0,0,6/23/13,CAYEY
2013,33,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,FAJARDO,PUERTO RICO,0,0,35,DIVORCIO O ANULACION,FAJARDO,PUERTO RICO,FAJARDO,PUERTO RICO,2,3,5/9/13,FAJARDO
2013,37,DIVORCIO O ANULACION,NA,BULGARIA,SAN JUAN,PUERTO RICO,1,0,39,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,5/19/13,GUANICA
2013,32,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,28,NUNCA SE HA CASADO,FAJARDO,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,2/23/13,SAN JUAN
2013,48,DIVORCIO O ANULACION,NA,SPAIN,LAS PIEDRAS,PUERTO RICO,1,2,41,DIVORCIO O ANULACION,HUMACAO,PUERTO RICO,LAS PIEDRAS,PUERTO RICO,1,0,7/1/13,LAS PIEDRAS
2013,23,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,TOA BAJA,PUERTO RICO,0,0,23,NUNCA SE HA CASADO,HUMACAO,PUERTO RICO,TOA BAJA,PUERTO RICO,0,0,2/12/13,TOA BAJA
2013,42,DIVORCIO O ANULACION,NEW YORK,ESTADOS UNIDOS,BAYAMON,PUERTO RICO,1,2,42,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,TOA BAJA,PUERTO RICO,0,0,12/15/13,BAYAMON
2013,30,NUNCA SE HA CASADO,RIO PIEDRAS,PUERTO RICO,MISSISSIPPI,ESTADOS UNIDOS,0,0,27,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,MISSISSIPPI,ESTADOS UNIDOS,0,0,3/23/13,MOROVIS
2013,48,DIVORCIO O ANULACION,PENNSYLVANIA,ESTADOS UNIDOS,MANATI,PUERTO RICO,1,0,51,DIVORCIO O ANULACION,NEW JERSEY,ESTADOS UNIDOS,MANATI,PUERTO RICO,2,3,11/2/13,MANATI
2013,56,DIVORCIO O ANULACION,PE�UELAS,PUERTO RICO,PONCE,PUERTO RICO,1,2,63,DIVORCIO O ANULACION,PONCE,PUERTO RICO,PONCE,PUERTO RICO,2,3,10/29/13,PONCE
2014,27,NUNCA SE HA CASADO,PONCE,PUERTO RICO,PONCE,PUERTO RICO,0,0,26,NUNCA SE HA CASADO,NA,DOMINICAN REPUBLIC,PONCE,PUERTO RICO,0,0,12/20/13,PONCE
2013,23,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,CAGUAS,PUERTO RICO,0,0,20,NUNCA SE HA CASADO,BAYAMON,PUERTO RICO,CAGUAS,PUERTO RICO,0,0,11/18/13,TOA ALTA
2013,26,NUNCA SE HA CASADO,PONCE,PUERTO RICO,PONCE,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,PONCE,PUERTO RICO,PONCE,PUERTO RICO,0,0,7/12/13,PONCE
2013,27,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,TOA BAJA,PUERTO RICO,0,0,25,DIVORCIO O ANULACION,FAJARDO,PUERTO RICO,TOA BAJA,PUERTO RICO,1,0,8/16/13,TOA BAJA
2013,31,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,QUEBRADILLAS,PUERTO RICO,0,0,27,NUNCA SE HA CASADO,MOCA,PUERTO RICO,QUEBRADILLAS,PUERTO RICO,0,0,8/3/13,ISABELA
2013,19,NUNCA SE HA CASADO,MANATI,PUERTO RICO,MOROVIS,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,MANATI,PUERTO RICO,MOROVIS,PUERTO RICO,0,0,2/9/13,MOROVIS
2013,19,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,SAN GERMAN,PUERTO RICO,0,0,16,NUNCA SE HA CASADO,SAN GERMAN,PUERTO RICO,SAN GERMAN,PUERTO RICO,0,0,12/9/13,SAN GERMAN
2014,28,NUNCA SE HA CASADO,CAGUAS,PUERTO RICO,CAGUAS,PUERTO RICO,0,0,22,NUNCA SE HA CASADO,CAROLINA,PUERTO RICO,CAGUAS,PUERTO RICO,0,0,12/21/13,CAGUAS
2013,35,DIVORCIO O ANULACION,MAYAGUEZ,PUERTO RICO,SAN SEBASTIAN,PUERTO RICO,1,0,20,NUNCA SE HA CASADO,AGUADILLA,PUERTO RICO,SAN SEBASTIAN,PUERTO RICO,0,0,4/20/13,SAN SEBASTIAN
2013,49,DIVORCIO O ANULACION,TEXAS,ESTADOS UNIDOS,TEXAS,ESTADOS UNIDOS,1,1,33,DIVORCIO O ANULACION,CALIFORNIA,ESTADOS UNIDOS,TEXAS,ESTADOS UNIDOS,1,1,9/29/13,SAN JUAN
2013,49,DIVORCIO O ANULACION,RIO PIEDRAS,PUERTO RICO,SAN JUAN,PUERTO RICO,1,1,41,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,2,3,9/28/13,CAROLINA
2013,57,DIVORCIO O ANULACION,PONCE,PUERTO RICO,PONCE,PUERTO RICO,2,0,60,DIVORCIO O ANULACION,PONCE,PUERTO RICO,PONCE,PUERTO RICO,1,2,11/30/13,PONCE
2013,22,NUNCA SE HA CASADO,MANATI,PUERTO RICO,CIALES,PUERTO RICO,0,0,26,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,TOA ALTA,PUERTO RICO,0,0,12/7/13,BAYAMON
2013,22,NUNCA SE HA CASADO,FLORIDA,ESTADOS UNIDOS,ARECIBO,PUERTO RICO,0,0,23,NUNCA SE HA CASADO,MANATI,PUERTO RICO,ARECIBO,PUERTO RICO,0,0,8/31/13,FLORIDA
2013,75,VIUDO(A),FLORIDA,PUERTO RICO,FLORIDA,PUERTO RICO,2,3,60,DIVORCIO O ANULACION,SAN JUAN,PUERTO RICO,FLORIDA,PUERTO RICO,2,2,3/7/13,FLORIDA
2013,28,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,TEXAS,ESTADOS UNIDOS,0,0,27,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,SAN JUAN,PUERTO RICO,0,0,11/29/13,SAN JUAN
2014,24,DIVORCIO O ANULACION,MANATI,PUERTO RICO,VEGA BAJA,PUERTO RICO,1,2,24,NUNCA SE HA CASADO,FAJARDO,PUERTO RICO,VEGA BAJA,PUERTO RICO,0,0,1/1/13,VEGA ALTA
2013,29,NUNCA SE HA CASADO,SAN JUAN,PUERTO RICO,GUAYNABO,PUERTO RICO,0,0,29,NUNCA SE HA CASADO,NA,VENEZUELA,GUAYNABO,PUERTO RICO,0,0,6/15/13,GUAYNABO
2013,45,DIVORCIO O ANULACION,MOCA,PUERTO RICO,MOCA,PUERTO RICO,1,2,41,DIVORCIO O ANULACION,NEW YORK,ESTADOS UNIDOS,MOCA,PUERTO RICO,1,4,2/2/13,MOCA
2013,22,NUNCA SE HA CASADO,GUAYAMA,PUERTO RICO,SALINAS,PUERTO RICO,0,0,32,NUNCA SE HA CASADO,GUAYAMA,PUERTO RICO,SALINAS,PUERTO RICO,0,0,2/23/13,GUAYAMA
2013,26,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,ANASCO,PUERTO RICO,0,0,27,NUNCA SE HA CASADO,MAYAGUEZ,PUERTO RICO,ANASCO,PUERTO RICO,0,0,2/20/13,ANASCO
